School_Name,latX,longY,Language,Town
Charles Williams Church In Wales Primary School,51.61038999,-2.95723001,English medium,NEWPORT
Ygg Tanylan,51.66416056,-3.94082072,Welsh medium,
Millbank Primary School,51.48293998,-3.23106002,English medium,CARDIFF
Adamsdown Primary,51.48384001,-3.15974004,English medium,CARDIFF
Albany Primary School,51.49333,-3.16806002,English medium,CARDIFF
Allensbank Primary School,51.50208999,-3.18557002,English medium,CARDIFF
Baden Powell Primary School,51.48493999,-3.14184002,English medium,CARDIFF
Birchgrove Primary School,51.51081999,-3.20092001,English medium,CARDIFF
Trelai Primary School,51.47680998,-3.23360003,English medium,CARDIFF
Fairwater Primary School,51.48872999,-3.24574021,English medium,CARDIFF
Gabalfa Primary,51.50040304,-3.21622582,English medium,CARDIFF
Kitchener Primary School,51.47866999,-3.20016002,English medium,CARDIFF
Lansdowne Primary School,51.48161998,-3.21422,English medium,CARDIFF
Moorland Primary,51.47994997,-3.14687998,English medium,CARDIFF
Radnor Primary School,51.48437999,-3.20806,English medium,CARDIFF
Rhydypenau Primary School,51.52236999,-3.17666002,English medium,CARDIFF
Roath Park Primary School,51.49765,-3.17010002,English medium,CARDIFF
Greenway Primary School,51.50931002,-3.12244003,English medium,CARDIFF
Stacey Primary School,51.49048998,-3.15433001,English medium,CARDIFF
Ton-Yr-Ywen Primary School,51.52018998,-3.19112001,English medium,CARDIFF
Peter Lea Primary School,51.49701,-3.24262014,English medium,CARDIFF
Bryn Hafod Primary School,51.51726001,-3.12946996,English medium,CARDIFF
Pen-Y-Bryn Primary School,51.52347998,-3.11621001,English medium,CARDIFF
Coed Glas C P School,51.52777,-3.18542001,English medium,CARDIFF
Lakeside Primary School,51.51254999,-3.16847997,English medium,CARDIFF
Pentrebane Primary School,51.4941,-3.25355033,English medium,CARDIFF
Mount Stuart Primary School,51.46347999,-3.16963001,English medium,CARDIFF
Llanishen Fach Primary School,51.53126997,-3.20905003,English medium,CARDIFF
Rhiwbeina Primary School,51.52467996,-3.21587997,English medium,CARDIFF
Llanedeyrn Primary School,51.50832999,-3.15107001,English medium,CARDIFF
Springwood Primary School,51.51480999,-3.15769001,English medium,CARDIFF
Ninian Park Primary School,51.46953999,-3.19498001,English medium,CARDIFF
Coryton Primary,51.52232998,-3.23669001,English medium,CARDIFF
Bryn Celyn Primary School,51.52468601,-3.14172785,English medium,CARDIFF
Y G G Gwaelod Y Garth,51.54379735,-3.2738172,Dual stream,CARDIFF
Radyr Primary School,51.51896999,-3.25788001,English medium,CARDIFF
Tongwynlais Primary School,51.53045999,-3.24921002,English medium,CARDIFF
Llysfaen Primary School,51.54217998,-3.17424002,English medium,CARDIFF
Bryn Deri Primary,51.52205999,-3.26200002,English medium,CARDIFF
Oakfield Primary School,51.52426001,-3.10791999,English medium,CARDIFF
Ysgol Gymraeg Melin Gruffydd,51.51402999,-3.21714,Welsh medium,CARDIFF
Ysgol Y Wern,51.53205996,-3.19830008,Welsh medium,CARDIFF
Ysgol Gymraeg Coed Y Gof,51.49418,-3.2544703,Welsh medium,CARDIFF
Ysgol Bro Eirwg,51.51191999,-3.13666002,Welsh medium,CARDIFF
Ysgol Treganna,51.47941998,-3.21674,Welsh medium,CARDIFF
Willowbrook Primary School,51.52207999,-3.09005001,English medium,CARDIFF
Pentyrch Primary,51.52860998,-3.30073,English medium,CARDIFF
Thornhill Primary School,51.54138999,-3.19161,English medium,CARDIFF
Ysgol Pencae,51.49941998,-3.22835,Welsh medium,CARDIFF
Meadowlane Primary School,51.51779,-3.09837006,English medium,CARDIFF
Ysgol Mynydd Bychan,51.50127999,-3.18895002,Welsh medium,CARDIFF
Creigiau Primary School,51.52501999,-3.32943001,Dual stream,CARDIFF
Ysgol Gymraeg Pwll Coch,51.47507997,-3.21104002,Welsh medium,CARDIFF
Ysgol Y Berllan Deg,51.5089,-3.14859001,Welsh medium,CARDIFF
Gladstone Primary School,51.49726999,-3.18297002,English medium,CARDIFF
Glan Yr Afon Primary School,51.52666001,-3.13023999,English medium,CARDIFF
Grangetown Primary School,51.46585999,-3.18325,English medium,CARDIFF
Herbert Thompson Primary,51.48441998,-3.24140001,English medium,CARDIFF
Ysgol Glan Morfa,51.47794014,-3.15491538,Welsh medium,CARDIFF
Ysgol Pen Y Pil,51.51698002,-3.10898005,Welsh medium,CARDIFF
Ysgol Gymraeg Nant Caerau,51.47155,-3.25323,Welsh medium,CARDIFF
Rumney Primary,51.50638001,-3.12817997,English medium,CARDIFF
Windsor Clive Primary,51.47855998,-3.25311001,English medium,CARDIFF
Severn Primary,51.48218,-3.19985001,English medium,CARDIFF
Hawthorn Primary,51.50632999,-3.22683001,English medium,CARDIFF
Danescourt Primary,51.50321,-3.23884004,English medium,CARDIFF
Hywel Dda Primary School,51.47249999,-3.25994002,English medium,CARDIFF
Ysgol Gynradd Gymraeg Pen-Y-Groes,51.52454999,-3.14146002,Welsh medium,CARDIFF
Trowbridge Primary,51.51427001,-3.10887007,English medium,CARDIFF
Ysgol Glan Ceubal,51.50046831,-3.21650404,Welsh medium,CARDIFF
Marlborough Primary,51.49508999,-3.16051001,English medium,CARDIFF
Pencaerau Primary,51.47203999,-3.25681001,English medium,CARDIFF
Glyncoed Primary,51.52461998,-3.15356999,English medium,CARDIFF
Whitchurch Primary,51.50949999,-3.22103001,English medium,CARDIFF
Pontprennau,51.53670999,-3.14126,English medium,CARDIFF
Howardian Primary School,51.50035997,-3.1501799,English medium,CARDIFF
Ysgol Gynradd Gymraeg Hamadryad,51.46942999,-3.19393001,Welsh medium,CARDIFF
St Mellons Church In Wales Primary,51.52286999,-3.11658002,English medium,CARDIFF
St Alban'S Rc Primary School,51.48702,-3.13931002,English medium,CARDIFF
St Cuthbert'S Rc Primary,51.47241999,-3.16727002,English medium,CARDIFF
St Joseph'S Rc School,51.50187999,-3.19513002,English medium,CARDIFF
St Mary'S Rc Primary School,51.48352,-3.19879001,English medium,CARDIFF
St Patrick'S R C School,51.47004999,-3.18885001,English medium,CARDIFF
St Peter'S Primary School,51.48716001,-3.16154004,English medium,CARDIFF
St Cadoc'S Catholic Primary,51.52664,-3.12637,English medium,CARDIFF
St Monicas C/W Primary School,51.49689999,-3.18253002,English medium,CARDIFF
Stpaul'S C/W Primary School,51.46469998,-3.18544999,English medium,CARDIFF
Tredegarville C/W Primary,51.48424002,-3.16493006,English medium,CARDIFF
Llandaff City Primary School,51.49317999,-3.22163001,English medium,CARDIFF
Christ The King Primary School,51.53305999,-3.18289001,English medium,CARDIFF
St John Lloyd,51.51421001,-3.10726007,English medium,CARDIFF
Holy Family Rc Primary,51.49381,-3.25625027,English medium,CARDIFF
St Mary The Virgin C/W Primary School,51.4739,-3.17319004,English medium,CARDIFF
All Saints C/W Primary,51.50900999,-3.15594005,English medium,CARDIFF
St Fagans Church In Wales,51.47319489,-3.27223425,English medium,CARDIFF
St Bernadettes Primary School,51.52734999,-3.14332,English medium,CARDIFF
St David'S C/W Primary School,51.52204999,-3.14618,English medium,CARDIFF
Bishop Childs C/W Primary,51.52714003,-3.10184998,English medium,CARDIFF
St Philip Evans Primary School,51.51729,-3.14968998,English medium,CARDIFF
St Francis R C Primary Sch,51.47782998,-3.25448002,English medium,CARDIFF
Ysgol Carreg Hir,51.64391926,-3.81664743,English medium,BRITON FERRY
Cybi,53.31036403,-4.64039599,Welsh medium,HOLYHEAD
Rhyd Y Llan,53.35383037,-4.53473426,Welsh medium,HOLYHEAD
Ysgol Santes Dwynwen,53.16786896,-4.35814937,Welsh medium,LLANFAIR PWLLGWYNGYLL
Ysgol Parc Y Bont,53.21187786,-4.25254703,Welsh medium,GAERWEN
Ysgol Dyffryn Yr Enfys,53.19459003,-3.84343534,Welsh medium,DOLGARROG
Rhos Street Cp School,53.11709251,-3.32216552,English medium,RUTHIN
Ysgol Pen Barras,53.11677138,-3.32226459,Welsh medium,RUTHIN
Ysgol Bro Famau,53.1362236,-3.21624539,English medium,MOLD
Ysgol Llanfair Dyffryn Clwyd,53.08785575,-3.29683281,Dual stream,RUTHIN
Ysgol Pentrecelyn,53.0669955,-3.27294727,Welsh medium,RUTHIN
Ysgol Gymraeg Croes Atti,53.21214138,-3.0415435,Welsh medium,SHOTTON
Ysgol Penyffordd,53.1428887,-3.04689189,English medium,PENYFFORDD
Ysgol Mynydd Isa,53.17039841,-3.10825782,English medium,MYNYDD ISA
Welshpool Church In Wales Primary School,52.66222554,-3.13990052,English medium,WELSHPOOL
Waldo Williams Primary School,51.79571818,-4.9837009,English medium,HAVERFORDWEST
Cwmaman Primary School,51.68511804,-3.45000089,English medium,ABERDARE
Glan Llyn Primary School,51.57817002,-2.93576496,English medium,NEWPORT
Tynyrheol Primary School,51.57609978,-3.56788307,English medium,BRIDGEND
Betws Primary School,51.56813848,-3.58765947,English medium,BRIDGEND
Ysgol Dyffryn Cledlyn,52.08959283,-4.18788546,Welsh medium,DREFACH
Milford Haven Community Primary School,51.71574044,-5.03089139,English medium,MILFORD HAVEN
Ysgol Calon Y Dderwen,52.51301894,-3.31871004,English medium,NEWTOWN
Ysgol Cwm Banwy,52.69200475,-3.47200668,Welsh medium,WELSHPOOL
Llanfair Caereinion Cp,52.65135999,-3.32388001,Dual stream,WELSHPOOL
Ysgol Y Frenni,51.97007999,-4.64638001,Welsh medium,CRYMYCH
Lixwm Church in Wales Voluntary Aided School,53.2331564,-3.2485772,English Medium,Lixwm
Ysgol Llan-y-pwll,53.0603378,-2.9702589,Welsh Medium,Wrexham
Ysgol Gymraeg NanYsgol Gymraeg Nant Gwenllit Gwenlli,51.6167789,-2.9677927,Welsh Medium,Newport
Ysgol Llannefydd,53.2239902,-3.5275909,Welsh medium,Llannefydd
